"ID_ADRESY"	"ULICE"	"CISLO_ORIENTACNI"	"CISLO_POPISNE"	"PSC"	"NAZEV"
668	4	441	19.10.20 19:24:43,000000000	160
668	4	441	28.10.20 17:39:27,000000000	40
668	4	441	01.11.20 21:27:23,000000000	20
668	4	441	03.11.20 18:18:34,000000000	20
668	4	441	04.11.20 13:26:09,000000000	40
668	4	441	10.11.20 11:20:00,000000000	80
668	4	441	20.11.20 13:46:12,000000000	160
668	4	441	02.12.20 14:17:57,000000000	40
668	4	441	09.12.20 13:57:04,000000000	20
668	4	441	25.12.20 11:51:44,000000000	120
668	4	441	12.01.21 18:19:24,000000000	100
668	4	441	15.01.21 18:29:25,000000000	60
668	4	441	16.01.21 19:11:12,000000000	80
668	4	441	18.01.21 20:03:50,000000000	140
668	4	441	01.02.21 11:09:08,000000000	40
668	4	441	15.02.21 21:48:16,000000000	40
668	4	441	16.02.21 13:47:02,000000000	60
668	4	441	25.02.21 13:25:19,000000000	140
668	4	441	27.02.21 15:52:21,000000000	120
668	4	441	28.02.21 17:26:46,000000000	40
668	4	441	04.03.21 15:41:30,000000000	80
668	4	441	06.03.21 19:21:14,000000000	60
668	4	441	14.03.21 16:13:15,000000000	120
668	4	441	20.03.21 16:55:01,000000000	140
668	4	441	22.03.21 21:38:14,000000000	60
668	4	441	24.03.21 14:48:52,000000000	20
668	4	441	02.04.21 19:42:56,000000000	140
668	4	441	09.04.21 12:11:48,000000000	80
668	5	972	26.06.17 14:17:40,000000000	66
668	5	972	10.07.17 19:22:36,000000000	66
668	5	972	11.07.17 20:25:16,000000000	72
668	5	972	22.07.17 20:46:09,000000000	18
668	5	972	24.07.17 13:15:50,000000000	18
668	5	972	07.08.17 19:43:29,000000000	66
668	5	972	09.08.17 20:04:23,000000000	72
668	5	972	13.08.17 12:01:29,000000000	30
668	5	972	18.08.17 19:42:40,000000000	42
668	5	972	22.08.17 11:51:27,000000000	42
668	5	972	26.08.17 20:14:24,000000000	60
668	5	972	01.09.17 18:19:07,000000000	30
668	5	972	02.09.17 13:15:00,000000000	54
668	5	972	04.09.17 10:37:56,000000000	18
668	5	972	06.09.17 13:25:52,000000000	72
668	5	972	17.09.17 16:02:56,000000000	48
668	5	972	11.10.17 16:55:34,000000000	72
668	5	972	25.10.17 10:27:55,000000000	24
668	5	972	29.10.17 12:40:36,000000000	30
668	5	972	01.11.17 13:54:57,000000000	18
668	5	972	02.11.17 19:29:09,000000000	18
668	5	972	10.11.17 21:45:19,000000000	54
668	5	972	19.11.17 13:54:07,000000000	54
668	5	972	23.11.17 16:42:03,000000000	48
668	5	972	24.11.17 21:35:18,000000000	66
668	5	972	26.11.17 12:41:26,000000000	54
668	5	972	09.12.17 17:23:49,000000000	54
668	5	972	14.12.17 16:00:16,000000000	42
668	5	972	28.01.18 13:23:12,000000000	60
668	5	972	09.02.18 15:17:40,000000000	66
668	5	972	23.02.18 20:22:36,000000000	66
668	5	972	24.02.18 21:25:16,000000000	72
668	5	972	04.03.18 21:46:09,000000000	18
668	5	972	06.03.18 14:15:50,000000000	18
668	5	972	20.03.18 20:43:29,000000000	66
668	5	972	22.03.18 21:04:23,000000000	72
668	5	972	26.03.18 13:01:29,000000000	30
668	5	972	31.03.18 20:42:40,000000000	42
668	5	972	04.04.18 12:51:27,000000000	42
668	5	972	08.04.18 21:14:24,000000000	60
668	5	972	14.04.18 19:19:07,000000000	30
668	5	972	15.04.18 14:15:00,000000000	54
668	5	972	17.04.18 11:37:56,000000000	18
668	5	972	19.04.18 14:25:52,000000000	72
668	5	972	30.04.18 17:02:56,000000000	48
668	5	972	22.05.18 17:55:34,000000000	72
668	5	972	05.06.18 10:27:55,000000000	24
668	5	972	09.06.18 11:40:36,000000000	30
668	5	972	12.06.18 12:54:57,000000000	18
668	5	972	13.06.18 18:29:09,000000000	18
668	5	972	21.06.18 20:45:19,000000000	54
668	5	972	30.06.18 12:54:07,000000000	54
668	5	972	04.07.18 15:42:03,000000000	48
668	5	972	05.07.18 20:35:18,000000000	66
668	5	972	07.07.18 11:41:26,000000000	54
668	5	972	20.07.18 16:23:49,000000000	54
668	5	972	25.07.18 15:00:16,000000000	42
668	5	972	08.09.18 12:23:12,000000000	60
668	5	972	19.09.18 14:17:40,000000000	66
668	5	972	05.10.18 19:22:36,000000000	66
668	5	972	06.10.18 20:25:16,000000000	72
668	5	972	17.10.18 20:46:09,000000000	18
668	5	972	19.10.18 13:15:50,000000000	18
668	5	972	02.11.18 20:43:29,000000000	66
668	5	972	04.11.18 21:04:23,000000000	72
668	5	972	08.11.18 13:01:29,000000000	30
668	5	972	13.11.18 20:42:40,000000000	42
668	5	972	17.11.18 12:51:27,000000000	42
668	5	972	21.11.18 21:14:24,000000000	60
668	5	972	27.11.18 19:19:07,000000000	30
668	5	972	28.11.18 14:15:00,000000000	54
669	4	525	30.10.18 11:49:16,000000000	100
669	4	525	04.11.18 14:58:04,000000000	100
669	4	525	05.11.18 11:59:17,000000000	80
669	4	525	20.11.18 11:38:24,000000000	60
669	4	525	03.12.18 21:35:45,000000000	20
669	4	525	09.12.18 20:11:23,000000000	80
669	4	525	12.12.18 17:55:12,000000000	140
669	4	525	29.12.18 17:34:19,000000000	140
669	4	525	01.01.19 13:01:57,000000000	100
669	4	525	04.01.19 11:28:22,000000000	80
669	4	525	23.01.19 11:07:29,000000000	80
669	4	525	02.02.19 13:43:44,000000000	120
669	4	525	03.02.19 12:09:19,000000000	40
669	4	525	06.02.19 15:59:54,000000000	60
669	4	525	09.02.19 13:22:50,000000000	120
669	4	525	24.02.19 15:39:51,000000000	120
669	4	525	28.02.19 17:56:02,000000000	60
669	4	525	18.03.19 17:03:24,000000000	160
669	4	525	25.03.19 13:02:47,000000000	160
669	4	525	02.04.19 16:52:32,000000000	120
669	4	525	20.04.19 19:40:28,000000000	100
669	4	525	28.04.19 14:05:26,000000000	40
669	4	525	09.05.19 18:16:55,000000000	60
669	4	525	15.05.19 16:20:48,000000000	60
669	4	525	20.05.19 20:43:08,000000000	140
669	4	525	30.05.19 14:28:59,000000000	80
669	4	525	30.05.19 17:36:59,000000000	160
669	4	525	10.06.19 10:49:16,000000000	100
669	4	525	15.06.19 13:58:04,000000000	100
669	4	525	16.06.19 10:59:17,000000000	80
669	4	525	01.07.19 10:38:24,000000000	60
669	4	525	14.07.19 20:35:45,000000000	20
669	4	525	20.07.19 19:11:23,000000000	80
669	4	525	23.07.19 16:55:12,000000000	140
669	4	525	09.08.19 16:34:19,000000000	140
669	4	525	12.08.19 12:01:57,000000000	100
669	4	525	15.08.19 10:28:22,000000000	80
669	4	525	03.09.19 10:07:29,000000000	80
669	4	525	12.09.19 12:43:44,000000000	120
669	4	525	13.09.19 11:09:19,000000000	40
669	4	525	16.09.19 14:59:54,000000000	60
669	4	525	19.09.19 12:22:50,000000000	120
669	4	525	05.10.19 14:39:51,000000000	120
669	4	525	11.10.19 16:56:02,000000000	60
669	4	525	30.10.19 17:03:24,000000000	160
669	4	525	06.11.19 13:02:47,000000000	160
669	4	525	14.11.19 16:52:32,000000000	120
669	4	525	02.12.19 19:40:28,000000000	100
669	4	525	10.12.19 14:05:26,000000000	40
669	4	525	21.12.19 18:16:55,000000000	60
669	4	525	27.12.19 16:20:48,000000000	60
669	4	525	01.01.20 20:43:08,000000000	140
669	4	525	11.01.20 15:28:59,000000000	80
669	4	525	11.01.20 18:36:59,000000000	160
669	4	525	22.01.20 11:49:16,000000000	100
669	4	525	27.01.20 14:58:04,000000000	100
669	4	525	28.01.20 11:59:17,000000000	80
669	4	525	13.02.20 11:38:24,000000000	60
669	4	525	26.02.20 21:35:45,000000000	20
669	4	525	01.03.20 20:11:23,000000000	80
669	4	525	04.03.20 17:55:12,000000000	140
669	4	525	21.03.20 17:34:19,000000000	140
669	4	525	24.03.20 13:01:57,000000000	100
669	4	525	27.03.20 11:28:22,000000000	80
669	4	525	15.04.20 11:07:29,000000000	80
669	4	525	24.04.20 13:43:44,000000000	120
669	4	525	25.04.20 12:09:19,000000000	40
669	4	525	28.04.20 15:59:54,000000000	60
669	4	525	01.05.20 13:22:50,000000000	120
669	4	525	16.05.20 15:39:51,000000000	120
669	4	525	22.05.20 17:56:02,000000000	60
669	4	525	10.06.20 16:03:24,000000000	160
669	4	525	17.06.20 12:02:47,000000000	160
669	4	525	25.06.20 15:52:32,000000000	120
669	4	525	13.07.20 18:40:28,000000000	100
669	4	525	21.07.20 13:05:26,000000000	40
669	4	525	01.08.20 17:16:55,000000000	60
669	4	525	07.08.20 15:20:48,000000000	60
669	4	525	12.08.20 19:43:08,000000000	140
669	4	525	22.08.20 14:28:59,000000000	80
669	4	525	22.08.20 17:36:59,000000000	160
669	4	525	02.09.20 10:49:16,000000000	100
669	4	525	07.09.20 13:58:04,000000000	100
669	4	525	08.09.20 10:59:17,000000000	80
669	4	525	23.09.20 10:38:24,000000000	60
669	4	525	08.10.20 20:35:45,000000000	20
669	4	525	14.10.20 19:11:23,000000000	80
669	4	525	17.10.20 16:55:12,000000000	140
669	4	525	03.11.20 17:34:19,000000000	140
669	4	525	06.11.20 13:01:57,000000000	100
669	4	525	09.11.20 11:28:22,000000000	80
669	4	525	28.11.20 11:07:29,000000000	80
669	4	525	07.12.20 13:43:44,000000000	120
669	4	525	08.12.20 12:09:19,000000000	40
669	4	525	11.12.20 15:59:54,000000000	60
669	4	525	14.12.20 13:22:50,000000000	120
669	4	525	29.12.20 15:39:51,000000000	120
669	4	525	04.01.21 17:56:02,000000000	60
669	4	525	23.01.21 17:03:24,000000000	160
669	4	525	31.01.21 13:02:47,000000000	160
669	4	525	08.02.21 16:52:32,000000000	120
669	4	525	26.02.21 19:40:28,000000000	100
669	4	525	03.03.21 14:05:26,000000000	40
669	4	525	14.03.21 18:16:55,000000000	60
669	4	525	20.03.21 16:20:48,000000000	60
669	4	525	25.03.21 20:43:08,000000000	140
669	4	525	04.04.21 15:28:59,000000000	80
669	4	525	04.04.21 18:36:59,000000000	160
669	4	525	15.04.21 11:49:16,000000000	100
669	4	525	20.04.21 14:58:04,000000000	100
669	4	525	21.04.21 11:59:17,000000000	80
669	4	1032	16.05.17 19:18:45,000000000	20
669	4	1032	28.05.17 16:54:23,000000000	80
669	4	1032	10.06.17 13:14:39,000000000	100
669	4	1032	10.06.17 17:05:14,000000000	120
669	4	1032	18.06.17 18:28:47,000000000	160
669	4	1032	19.06.17 18:59:42,000000000	140
669	4	1032	23.06.17 14:49:03,000000000	20
669	4	1032	24.06.17 17:57:52,000000000	20
669	4	1032	27.06.17 11:50:16,000000000	160
669	4	1032	10.07.17 11:30:12,000000000	60
669	4	1032	11.07.17 20:44:58,000000000	100
669	4	1032	19.07.17 13:03:47,000000000	60
669	4	1032	31.07.17 14:17:18,000000000	140
669	4	1032	04.08.17 12:01:08,000000000	40
669	4	1032	05.08.17 13:24:41,000000000	80
669	4	1032	08.08.17 14:38:12,000000000	140
669	4	1032	13.08.17 19:20:35,000000000	160
669	4	1032	19.08.17 19:31:27,000000000	40
669	4	1032	20.08.17 16:43:31,000000000	40
669	4	1032	29.08.17 10:15:52,000000000	80
669	4	1032	31.08.17 15:51:43,000000000	60
669	4	1032	22.09.17 12:52:56,000000000	20
669	4	1032	04.10.17 16:01:45,000000000	20
669	4	1032	25.10.17 16:33:29,000000000	80
669	4	1032	07.11.17 15:06:27,000000000	100
669	4	1032	10.11.17 20:52:20,000000000	40
669	4	1032	17.11.17 19:49:40,000000000	20
669	4	1032	09.12.17 12:40:14,000000000	20
669	4	1032	17.12.17 12:29:23,000000000	140
669	4	1032	22.12.17 15:28:10,000000000	20
669	4	1032	25.12.17 17:44:21,000000000	100
669	4	1032	05.01.18 16:09:56,000000000	40
669	4	1032	08.01.18 17:22:38,000000000	40
669	4	1032	11.01.18 19:39:38,000000000	40
669	4	1032	19.01.18 11:58:28,000000000	160
669	4	1032	19.01.18 16:19:58,000000000	160
669	4	1032	22.01.18 17:02:34,000000000	80
669	4	1032	23.01.18 14:14:39,000000000	100
669	4	1032	23.01.18 18:05:14,000000000	120
669	4	1032	28.01.18 15:48:14,000000000	120
669	4	1032	02.02.18 19:59:42,000000000	140
669	4	1032	02.02.18 20:21:25,000000000	60
669	4	1032	06.02.18 15:49:03,000000000	20
669	4	1032	07.02.18 18:57:52,000000000	20
669	4	1032	10.02.18 12:50:16,000000000	160
669	4	1032	23.02.18 12:30:12,000000000	60
669	4	1032	24.02.18 21:44:58,000000000	100
669	4	1032	01.03.18 14:03:47,000000000	60
669	4	1032	13.03.18 15:17:18,000000000	140
669	4	1032	17.03.18 13:01:08,000000000	40
669	4	1032	18.03.18 14:24:41,000000000	80
669	4	1032	21.03.18 15:38:12,000000000	140
669	4	1032	26.03.18 20:20:35,000000000	160
669	4	1032	01.04.18 20:31:27,000000000	40
669	4	1032	02.04.18 17:43:31,000000000	40
669	4	1032	11.04.18 11:15:52,000000000	80
669	4	1032	13.04.18 16:51:43,000000000	60
669	4	1032	05.05.18 13:52:56,000000000	20
669	4	1032	15.05.18 17:01:45,000000000	20
669	4	1032	05.06.18 16:33:29,000000000	80
669	4	1032	18.06.18 14:06:27,000000000	100
669	4	1032	21.06.18 19:52:20,000000000	40
669	4	1032	28.06.18 18:49:40,000000000	20
669	4	1032	20.07.18 11:40:14,000000000	20
669	4	1032	28.07.18 11:29:23,000000000	140
669	4	1032	02.08.18 14:28:10,000000000	20
669	4	1032	05.08.18 16:44:21,000000000	100
669	4	1032	16.08.18 15:09:56,000000000	40
669	4	1032	19.08.18 16:22:38,000000000	40
669	4	1032	22.08.18 18:39:38,000000000	40
669	4	1032	30.08.18 10:58:28,000000000	160
669	4	1032	30.08.18 15:19:58,000000000	160
669	4	1032	02.09.18 16:02:34,000000000	80
669	4	1032	03.09.18 13:14:39,000000000	100
669	4	1032	03.09.18 17:05:14,000000000	120
669	4	1032	08.09.18 14:48:14,000000000	120
669	4	1032	12.09.18 18:59:42,000000000	140
669	4	1032	12.09.18 19:21:25,000000000	60
669	4	1032	16.09.18 14:49:03,000000000	20
669	4	1032	17.09.18 17:57:52,000000000	20
669	4	1032	20.09.18 11:50:16,000000000	160
669	4	1032	05.10.18 11:30:12,000000000	60
669	4	1032	06.10.18 20:44:58,000000000	100
669	4	1032	14.10.18 13:03:47,000000000	60
669	4	1032	26.10.18 14:17:18,000000000	140
669	4	1032	30.10.18 13:01:08,000000000	40
669	4	1032	31.10.18 14:24:41,000000000	80
669	4	1032	03.11.18 15:38:12,000000000	140
669	4	1032	08.11.18 20:20:35,000000000	160
669	4	1032	14.11.18 20:31:27,000000000	40
669	4	1032	15.11.18 17:43:31,000000000	40
669	4	1032	24.11.18 11:15:52,000000000	80
669	4	1032	26.11.18 16:51:43,000000000	60
669	4	1032	18.12.18 13:52:56,000000000	20
669	4	1032	28.12.18 17:01:45,000000000	20
669	4	1032	18.01.19 17:33:29,000000000	80
669	4	1032	01.02.19 15:06:27,000000000	100
669	4	1032	04.02.19 20:52:20,000000000	40
669	4	1032	11.02.19 19:49:40,000000000	20
669	4	1032	02.03.19 12:40:14,000000000	20
669	4	1032	10.03.19 12:29:23,000000000	140
669	4	1032	15.03.19 15:28:10,000000000	20
669	4	1032	18.03.19 17:44:21,000000000	100
669	4	1032	29.03.19 16:09:56,000000000	40
669	4	1032	01.04.19 17:22:38,000000000	40
669	4	1032	04.04.19 19:39:38,000000000	40
669	4	1032	12.04.19 11:58:28,000000000	160
669	4	1032	12.04.19 16:19:58,000000000	160
669	4	1032	15.04.19 17:02:34,000000000	80
669	4	1032	16.04.19 14:14:39,000000000	100
669	4	1032	16.04.19 18:05:14,000000000	120
669	4	1032	21.04.19 15:48:14,000000000	120
669	4	1032	25.04.19 19:59:42,000000000	140
669	4	1032	25.04.19 20:21:25,000000000	60
669	4	1032	29.04.19 15:49:03,000000000	20
669	4	1032	30.04.19 18:57:52,000000000	20
669	4	1032	03.05.19 12:50:16,000000000	160
669	4	1032	16.05.19 12:30:12,000000000	60
669	4	1032	17.05.19 21:44:58,000000000	100
669	4	1032	25.05.19 14:03:47,000000000	60
669	4	1032	06.06.19 14:17:18,000000000	140
669	4	1032	10.06.19 12:01:08,000000000	40
669	4	1032	11.06.19 13:24:41,000000000	80
669	4	1032	14.06.19 14:38:12,000000000	140
669	4	1032	19.06.19 19:20:35,000000000	160
669	4	1032	25.06.19 19:31:27,000000000	40
669	4	1032	26.06.19 16:43:31,000000000	40
669	4	1032	05.07.19 10:15:52,000000000	80
669	4	1032	07.07.19 15:51:43,000000000	60
669	4	1032	29.07.19 12:52:56,000000000	20
669	4	1032	08.08.19 16:01:45,000000000	20
669	4	1032	29.08.19 16:33:29,000000000	80
669	4	1032	11.09.19 14:06:27,000000000	100
669	4	1032	14.09.19 19:52:20,000000000	40
669	4	1032	21.09.19 18:49:40,000000000	20
669	4	1032	14.10.19 11:40:14,000000000	20
669	4	1032	22.10.19 11:29:23,000000000	140
669	4	1032	27.10.19 15:28:10,000000000	20
669	4	1032	30.10.19 17:44:21,000000000	100
669	4	1032	10.11.19 16:09:56,000000000	40
669	4	1032	13.11.19 17:22:38,000000000	40
669	4	1032	16.11.19 19:39:38,000000000	40
669	4	1032	24.11.19 11:58:28,000000000	160
669	4	1032	24.11.19 16:19:58,000000000	160
669	4	1032	27.11.19 17:02:34,000000000	80
669	4	1032	28.11.19 14:14:39,000000000	100
669	4	1032	28.11.19 18:05:14,000000000	120
669	4	1032	03.12.19 15:48:14,000000000	120
669	4	1032	07.12.19 19:59:42,000000000	140
669	4	1032	07.12.19 20:21:25,000000000	60
669	4	1032	11.12.19 15:49:03,000000000	20
669	4	1032	12.12.19 18:57:52,000000000	20
669	4	1032	15.12.19 12:50:16,000000000	160
669	4	1032	28.12.19 12:30:12,000000000	60
756	1	727	04.04.21 20:37:46,000000000	10
756	2	296	27.05.17 16:08:27,000000000	7
756	2	296	31.05.17 19:06:24,000000000	5
756	2	296	01.06.17 14:13:09,000000000	10
756	2	296	18.06.17 10:43:28,000000000	10
756	2	296	06.07.17 17:32:00,000000000	9
756	2	296	08.07.17 10:33:26,000000000	4
756	2	296	14.07.17 12:17:52,000000000	6
756	2	296	16.07.17 16:39:22,000000000	6
756	2	296	18.07.17 18:14:36,000000000	5
756	2	296	19.07.17 17:01:05,000000000	9
756	2	296	13.08.17 18:55:33,000000000	10
756	2	296	29.08.17 15:36:42,000000000	5
756	2	296	05.09.17 20:30:47,000000000	10
756	2	296	15.09.17 10:01:41,000000000	9
756	2	296	18.09.17 20:40:49,000000000	9
756	2	296	06.10.17 10:54:19,000000000	4
756	2	296	13.10.17 13:52:16,000000000	10
756	2	296	23.10.17 14:24:01,000000000	5
756	2	296	05.11.17 20:17:16,000000000	7
756	2	296	07.11.17 20:59:02,000000000	8
756	2	296	12.11.17 14:42:14,000000000	4
756	2	296	14.11.17 16:26:41,000000000	6
756	2	296	21.11.17 17:29:20,000000000	7
756	2	296	04.12.17 20:38:09,000000000	7
756	2	296	05.12.17 12:36:05,000000000	5
756	2	296	06.12.17 20:27:18,000000000	6
756	2	296	09.12.17 16:16:39,000000000	7
756	2	296	10.12.17 21:51:40,000000000	10
756	2	296	03.01.18 21:09:54,000000000	9
756	2	296	21.01.18 21:50:51,000000000	7
756	2	296	02.02.18 11:43:28,000000000	10
756	2	296	19.02.18 18:32:00,000000000	9
756	2	296	21.02.18 11:33:26,000000000	4
756	2	296	27.02.18 13:17:52,000000000	6
756	2	296	28.02.18 17:39:22,000000000	6
756	2	296	28.02.18 19:14:36,000000000	5
756	2	296	01.03.18 18:01:05,000000000	9
756	2	296	26.03.18 19:55:33,000000000	10
756	2	296	11.04.18 16:36:42,000000000	5
756	2	296	18.04.18 21:30:47,000000000	10
756	2	296	28.04.18 11:01:41,000000000	9
756	2	296	01.05.18 21:40:49,000000000	9
756	2	296	17.05.18 11:54:19,000000000	4
756	2	296	24.05.18 14:52:16,000000000	10
756	2	296	03.06.18 14:24:01,000000000	5
756	2	296	16.06.18 19:17:16,000000000	7
756	2	296	18.06.18 19:59:02,000000000	8
756	2	296	23.06.18 13:42:14,000000000	4
756	2	296	25.06.18 15:26:41,000000000	6
756	2	296	02.07.18 16:29:20,000000000	7
756	2	296	15.07.18 19:38:09,000000000	7
756	2	296	16.07.18 11:36:05,000000000	5
756	2	296	17.07.18 19:27:18,000000000	6
756	2	296	20.07.18 15:16:39,000000000	7
756	2	296	21.07.18 20:51:40,000000000	10
756	2	296	14.08.18 20:09:54,000000000	9
756	2	296	01.09.18 20:50:51,000000000	7
756	2	296	12.09.18 10:43:28,000000000	10
756	2	296	01.10.18 17:32:00,000000000	9
756	2	296	03.10.18 10:33:26,000000000	4
756	2	296	09.10.18 12:17:52,000000000	6
756	2	296	11.10.18 16:39:22,000000000	6
756	2	296	13.10.18 18:14:36,000000000	5
756	2	296	14.10.18 17:01:05,000000000	9
756	2	296	08.11.18 19:55:33,000000000	10
756	2	296	24.11.18 16:36:42,000000000	5
756	2	296	01.12.18 21:30:47,000000000	10
756	2	296	11.12.18 11:01:41,000000000	9
756	2	296	14.12.18 21:40:49,000000000	9
756	2	296	30.12.18 11:54:19,000000000	4
756	2	296	06.01.19 14:52:16,000000000	10
756	2	296	16.01.19 15:24:01,000000000	5
756	2	296	29.01.19 20:17:16,000000000	7
756	2	296	01.02.19 20:59:02,000000000	8
756	2	296	06.02.19 14:42:14,000000000	4
756	2	296	08.02.19 16:26:41,000000000	6
756	2	296	15.02.19 17:29:20,000000000	7
756	2	296	28.02.19 20:38:09,000000000	7
756	2	296	28.02.19 12:36:05,000000000	5
756	2	296	28.02.19 20:27:18,000000000	6
756	2	296	02.03.19 16:16:39,000000000	7
756	2	296	03.03.19 21:51:40,000000000	10
756	2	296	27.03.19 21:09:54,000000000	9
756	2	296	14.04.19 21:50:51,000000000	7
756	2	296	25.04.19 11:43:28,000000000	10
756	2	296	12.05.19 18:32:00,000000000	9
756	2	296	14.05.19 11:33:26,000000000	4
756	2	296	20.05.19 13:17:52,000000000	6
756	2	296	22.05.19 17:39:22,000000000	6
756	2	296	24.05.19 19:14:36,000000000	5
756	2	296	25.05.19 18:01:05,000000000	9
756	2	296	19.06.19 18:55:33,000000000	10
756	2	296	05.07.19 15:36:42,000000000	5
756	2	296	12.07.19 20:30:47,000000000	10
756	2	296	22.07.19 10:01:41,000000000	9
756	2	296	25.07.19 20:40:49,000000000	9
756	2	296	10.08.19 10:54:19,000000000	4
756	2	296	17.08.19 13:52:16,000000000	10
756	2	296	27.08.19 14:24:01,000000000	5
756	2	296	09.09.19 19:17:16,000000000	7
756	2	296	11.09.19 19:59:02,000000000	8
756	2	296	16.09.19 13:42:14,000000000	4
756	2	296	18.09.19 15:26:41,000000000	6
756	2	296	25.09.19 16:29:20,000000000	7
756	2	296	09.10.19 19:38:09,000000000	7
756	2	296	10.10.19 11:36:05,000000000	5
756	2	296	11.10.19 19:27:18,000000000	6
756	2	296	14.10.19 15:16:39,000000000	7
756	2	296	15.10.19 20:51:40,000000000	10
756	2	296	08.11.19 21:09:54,000000000	9
756	2	296	26.11.19 21:50:51,000000000	7
756	2	296	07.12.19 11:43:28,000000000	10
756	2	296	24.12.19 18:32:00,000000000	9
756	2	296	26.12.19 11:33:26,000000000	4
756	2	296	01.01.20 13:17:52,000000000	6
756	2	296	03.01.20 17:39:22,000000000	6
756	2	296	05.01.20 19:14:36,000000000	5
756	2	296	06.01.20 18:01:05,000000000	9
756	2	296	01.02.20 19:55:33,000000000	10
756	2	296	17.02.20 16:36:42,000000000	5
756	2	296	24.02.20 21:30:47,000000000	10
756	2	296	03.03.20 11:01:41,000000000	9
756	2	296	06.03.20 21:40:49,000000000	9
756	2	296	22.03.20 11:54:19,000000000	4
756	2	296	29.03.20 14:52:16,000000000	10
756	2	296	08.04.20 15:24:01,000000000	5
756	2	296	21.04.20 20:17:16,000000000	7
756	2	296	23.04.20 20:59:02,000000000	8
756	2	296	28.04.20 14:42:14,000000000	4
756	2	296	30.04.20 16:26:41,000000000	6
756	2	296	07.05.20 17:29:20,000000000	7
756	2	296	20.05.20 20:38:09,000000000	7
756	2	296	21.05.20 12:36:05,000000000	5
756	2	296	22.05.20 20:27:18,000000000	6
756	2	296	25.05.20 16:16:39,000000000	7
756	2	296	26.05.20 21:51:40,000000000	10
756	2	296	19.06.20 20:09:54,000000000	9
756	2	296	07.07.20 20:50:51,000000000	7
756	2	296	18.07.20 10:43:28,000000000	10
756	2	296	04.08.20 17:32:00,000000000	9
756	2	296	06.08.20 10:33:26,000000000	4
756	2	296	12.08.20 12:17:52,000000000	6
756	2	296	14.08.20 16:39:22,000000000	6
756	2	296	16.08.20 18:14:36,000000000	5
756	2	296	17.08.20 17:01:05,000000000	9
756	2	296	11.09.20 18:55:33,000000000	10
756	2	296	27.09.20 15:36:42,000000000	5
756	2	296	06.10.20 20:30:47,000000000	10
756	2	296	16.10.20 10:01:41,000000000	9
756	2	296	19.10.20 20:40:49,000000000	9
756	2	296	04.11.20 11:54:19,000000000	4
756	2	296	11.11.20 14:52:16,000000000	10
756	2	296	21.11.20 15:24:01,000000000	5
756	2	296	04.12.20 20:17:16,000000000	7
756	2	296	06.12.20 20:59:02,000000000	8
756	2	296	11.12.20 14:42:14,000000000	4
756	2	296	13.12.20 16:26:41,000000000	6
756	2	296	20.12.20 17:29:20,000000000	7
756	2	296	02.01.21 20:38:09,000000000	7
756	2	296	03.01.21 12:36:05,000000000	5
756	2	296	04.01.21 20:27:18,000000000	6
756	2	296	07.01.21 16:16:39,000000000	7
756	2	296	08.01.21 21:51:40,000000000	10
756	2	296	02.02.21 21:09:54,000000000	9
756	2	296	20.02.21 21:50:51,000000000	7
756	2	296	28.02.21 11:43:28,000000000	10
756	2	296	17.03.21 18:32:00,000000000	9
756	2	296	19.03.21 11:33:26,000000000	4
756	2	296	25.03.21 13:17:52,000000000	6
756	2	296	27.03.21 17:39:22,000000000	6
756	2	296	29.03.21 19:14:36,000000000	5
756	2	296	30.03.21 18:01:05,000000000	9
756	2	296	24.04.21 19:55:33,000000000	10
756	7	97	15.05.17 11:43:59,000000000	72
756	7	97	23.05.17 12:04:52,000000000	84
756	7	97	29.05.17 19:06:56,000000000	12
756	7	97	31.05.17 19:49:32,000000000	60
756	7	97	07.06.17 16:19:50,000000000	60
756	7	97	01.07.17 18:56:54,000000000	24
756	7	97	06.07.17 16:51:35,000000000	84
756	7	97	07.07.17 15:06:19,000000000	12
756	7	97	30.07.17 11:26:35,000000000	24
756	7	97	07.08.17 16:30:41,000000000	84
756	7	97	08.08.17 15:16:21,000000000	96
756	7	97	22.08.17 13:52:48,000000000	72
756	7	97	31.08.17 12:08:21,000000000	36
756	7	97	02.09.17 12:39:17,000000000	36
756	7	97	15.09.17 11:47:28,000000000	36
756	7	97	17.09.17 16:40:43,000000000	60
756	7	97	17.09.17 19:38:40,000000000	36
756	7	97	21.09.17 10:23:06,000000000	72
756	7	97	26.09.17 17:33:21,000000000	96
756	7	97	01.10.17 18:04:16,000000000	84
756	7	97	03.10.17 20:41:20,000000000	60
756	7	97	07.10.17 13:00:10,000000000	36
756	7	97	10.10.17 15:48:05,000000000	24
756	7	97	19.10.17 12:50:08,000000000	60
756	7	97	23.10.17 17:01:36,000000000	72
756	7	97	24.10.17 13:21:53,000000000	84
756	7	97	02.11.17 15:03:39,000000000	96
756	7	97	09.11.17 13:19:13,000000000	60
756	7	97	18.11.17 19:36:01,000000000	24
756	7	97	27.11.17 21:20:27,000000000	48
756	7	97	03.12.17 11:44:48,000000000	12
756	7	97	19.12.17 11:54:50,000000000	96
756	7	97	29.12.17 11:43:59,000000000	72
756	7	97	01.01.18 12:37:26,000000000	48
756	7	97	04.01.18 20:07:45,000000000	48
756	7	97	17.01.18 11:03:02,000000000	96
